# 5784 Windmills in Deutschland, running since 2024 or planned
# from https://www.marktstammdatenregister.de/MaStR Gesamtdatenexport_20250601_25.1.zip
# "KW" is the maximum at wind ~ 40 km/h; electricity generated over a year might be 1/4 of max
# written ~bz marktstamm/Bayern/area-year.py 2025-11-23 Nov 17:27 

State	KW	Lon	Lat	Thi	Rotor	Date	Lkr	Place	Type
BB	6800	14.3136	52.0507	165	163	2024-01-10	Dahme-Spreewald	Lieberose	N163-6.8_MW
BB	5700	13.7933	52.6801	164	163	2024-01-13	Märkisch-Oderland	Beiersdorf-Freudenberg	N163/5.X
BB	5600	13.9529	53.2591	166	162	2024-01-16	Uckermark	Uckerfelde	V162
BB	5600	13.9407	53.2563	166	162	2024-01-19	Uckermark	Uckerfelde	V162
BB	5600	13.9525	53.2554	166	162	2024-01-20	Uckermark	Uckerfelde	V162
BB	5600	13.9467	53.256	166	162	2024-01-20	Uckermark	Uckerfelde	V162
BB	5700	13.3922	51.9127	119	163	2024-01-30	Teltow-Fläming	Ihlow	N163-5.7_MW
BB	5600	13.8521	53.3985	148	162	2024-01-31	Uckermark	Uckerland	V162-5.6
BB	4200	14.0022	52.6595	160	138	2024-02-14	Märkisch-Oderland	Prötzel	E-138_4,2_MW_E7
BB	4200	14.0066	52.6613	160	138	2024-02-15	Märkisch-Oderland	Prötzel	E-138_4,2_MW_E6
BB	4200	13.9861	52.6541	160	138	2024-02-20	Märkisch-Oderland	Prötzel	E-138_4,2_MW_E8
BB	4200	13.9996	52.6491	160	138	2024-02-21	Märkisch-Oderland	Prötzel	E-138_4,2_MW_E9
BB	4200	14.0025	52.6451	160	138	2024-02-26	Märkisch-Oderland	Prötzel	E-138_4,2_MW_E10
BB	4200	13.9934	52.6542	160	138	2024-02-27	Märkisch-Oderland	Prötzel	E-138_EP3_E3
BB	6000	13.9554	53.3302	148	150	2024-02-27	Uckermark	Prenzlau	V150-6.0MW
BB	4200	13.9845	52.6496	160	138	2024-03-04	Märkisch-Oderland	Prötzel	E-138_EP3_E2
BB	4200	13.9917	52.6498	160	138	2024-03-04	Märkisch-Oderland	Prötzel	E-138_EP3_E4
BB	4200	13.9952	52.6572	160	139	2024-03-06	Märkisch-Oderland	Prötzel	E-138_4,2_MW_E5
BB	6800	13.8303	51.6418	165	163	2024-03-22	Elbe-Elster	Sallgast	N163-6.8_MW
BB	4200	14.217	52.5505	166	150	2024-03-22	Märkisch-Oderland	Neuhardenberg	V150
BB	4200	14.2365	52.5469	166	150	2024-03-22	Märkisch-Oderland	Neuhardenberg	V150
BB	4200	14.2358	52.557	166	150	2024-03-22	Märkisch-Oderland	Neuhardenberg	V150
BB	4200	14.2325	52.5494	166	150	2024-03-22	Märkisch-Oderland	Neuhardenberg	V150
BB	5600	12.2393	53.2096	165	152	2024-03-22	Prignitz	Gerdshagen	eno152_-_5,6MW
BB	4200	14.2215	52.5526	166	150	2024-03-27	Märkisch-Oderland	Neuhardenberg	V150
BB	5560	14.2465	52.1737	167	160	2024-03-31	Oder-Spree	Beeskow	E-160_EP_5_E3
BB	5560	14.2423	52.2014	167	160	2024-03-31	Oder-Spree	Beeskow	E-160_EP_5_E3
BB	5560	14.2465	52.1737	167	160	2024-03-31	Oder-Spree	Beeskow	E-160_EP_5_E3
BB	5560	14.2469	52.2047	167	160	2024-03-31	Oder-Spree	Beeskow	E-160_EP_5_E3
BB	5500	11.8289	53.1446	161	158	2024-04-10	Prignitz	Karstädt	GE_5.5-158
BB	3600	13.8978	53.345	166	126	2024-05-28	Uckermark	Prenzlau	Vestas_V126_HTq/126/3600
BB	5500	12.0953	52.9859	121	158	2024-06-28	Prignitz	Gumtow	GE_5.5-158
BB	6800	13.5336	52.6135	164	163	2024-07-23	Barnim	Ahrensfelde	Nordex_N163/6.X_Delta4000
BB	5600	12.2359	53.2121	165	152	2024-08-27	Prignitz	Gerdshagen	eno_152-5,6MW
BB	6200	12.4912	52.8356	169	162	2024-08-29	Ostprignitz-Ruppin	Neustadt	V_162-6.2_MW
BB	6200	12.4874	52.8383	169	162	2024-08-30	Ostprignitz-Ruppin	Neustadt	V_162-6.2_MW
BB	5600	13.2922	51.9717	169	162	2024-08-30	Teltow-Fläming	Schlenzer	V-162-5,6MW_STE
BB	5600	13.2935	51.975	169	162	2024-08-30	Teltow-Fläming	Schlenzer	V-162-5,6MW_STE
BB	6800	14.3709	52.4972	165	163	2024-09-18	Märkisch-Oderland	Vierlinden	N163-6.8_MW
BB	6000	12.1111	53.0017	169	150	2024-09-26	Prignitz	Gumtow	V150-6.0_MW
BB	5600	13.9823	53.2186	166	162	2024-09-26	Uckermark	Gramzow	V162
BB	5600	13.8396	52.696	166	150	2024-09-30	Märkisch-Oderland	Beiersdorf-Freudenberg	V150_5,6_MW
BB	5600	13.8484	52.6953	166	150	2024-09-30	Märkisch-Oderland	Beiersdorf-Freudenberg	V150_5,6_MW
BB	5600	13.973	53.2178	166	162	2024-09-30	Uckermark	Gramzow	V162
BB	5600	13.9803	53.2217	166	162	2024-10-07	Uckermark	Uckerfelde	V162
BB	5700	14.041	53.0459	125	149	2024-10-10	Uckermark	Angermünde	N149/5.X_Delta4000
BB	5700	14.0358	53.0448	125	149	2024-10-24	Uckermark	Angermünde	Nordes_N149/5.X_Delta4000
BB	5700	14.0427	53.0448	164	149	2024-10-24	Uckermark	Angermünde	Nordex_N149/5.X_Delta4000
BB	4500	12.5882	52.939	164	149	2024-10-28	Ostprignitz-Ruppin	Kantow	N149-4,5_MW
BB	4500	12.5941	52.9415	164	149	2024-10-29	Ostprignitz-Ruppin	Kantow	N149-4,5_MW
BB	4500	12.6043	52.9385	164	149	2024-10-29	Ostprignitz-Ruppin	Kantow	N149-4,5_MW
BB	4500	12.5822	52.9342	164	149	2024-10-30	Ostprignitz-Ruppin	Kantow	N149-4,5_MW
BB	6000	12.8684	52.3231	169	150	2024-11-08	Potsdam	Schwielowsee	V150
BB	6000	12.857	52.3234	169	150	2024-11-08	Potsdam	Schwielowsee	V150
BB	6000	12.8621	52.3117	169	150	2024-11-08	Potsdam	Schwielowsee	V150
BB	4500	12.5996	52.9404	164	149	2024-11-08	Ostprignitz-Ruppin	Kantow	N149-4,5_MW
BB	4500	12.5846	52.9306	164	149	2024-11-08	Ostprignitz-Ruppin	Kantow	N149-4,5_MW
BB	4500	12.5906	52.9306	164	149	2024-11-08	Ostprignitz-Ruppin	Kantow	N149-4,5_MW
BB	6000	13.2546	52.3577	169	150	2024-11-08	Potsdam-Mittelmark	Teltow	V150_-_6.0_MW
BB	5700	12.5116	53.0977	164	149	2024-11-13	Ostprignitz-Ruppin	Wittstock	N149
BB	6000	12.8768	52.3155	169	150	2024-11-14	Potsdam	Schwielowsee	V150
BB	5700	12.5087	53.1008	164	149	2024-11-14	Ostprignitz-Ruppin	Wittstock	N149
BB	5700	12.5136	53.0945	164	149	2024-11-18	Ostprignitz-Ruppin	Wittstock	N149
BB	4200	14.228	52.554	166	150	2024-11-19	Märkisch-Oderland	Neuhardenberg	Vestas_V-150-4.2MW
BB	4200	14.2345	52.5531	166	150	2024-11-21	Märkisch-Oderland	Neuhardenberg	Vestas_V-150-4.2MW
BB	4200	14.2271	52.5506	166	150	2024-11-22	Märkisch-Oderland	Neuhardenberg	Vestas_V-150-4.2MW
BB	4200	14.2199	52.5568	166	150	2024-11-25	Märkisch-Oderland	Neuhardenberg	Vestas_V-150-4.2MW
BB	4800	12.5333	53.0772	164	133	2024-11-26	Ostprignitz-Ruppin	Wittstock	N133
BB	5700	12.5284	53.0828	164	149	2024-11-26	Ostprignitz-Ruppin	Wittstock	N149
BB	5700	12.525	53.0859	164	149	2024-11-26	Ostprignitz-Ruppin	Wittstock	N149
BB	5700	12.5215	53.089	164	149	2024-11-26	Ostprignitz-Ruppin	Wittstock	N149
BB	5700	12.5298	53.079	164	149	2024-11-28	Ostprignitz-Ruppin	Wittstock	N149
BB	5700	12.5182	53.0921	164	149	2024-11-28	Ostprignitz-Ruppin	Wittstock	N149
BB	6000	12.8569	52.3172	169	150	2024-11-29	Potsdam	Schwielowsee	V150
BB	6000	12.8723	52.3094	169	150	2024-11-29	Potsdam	Schwielowsee	V150
BB	5700	14.0707	53.0782	164	149	2024-12-05	Uckermark	Angermünde	N149/5.X_Delta4000
BB	4200	13.2667	52.3304	160	138	2024-12-17	Teltow-Fläming	Ludwigsfelde	E-138_EP3_E2
BB	6800	13.2991	51.9176	119	163	2024-12-31	Teltow-Fläming	Niederer_Fläming	N163-6.8_MW
BB	4200	13.3301	51.91	125	150	2024-12-31	Teltow-Fläming	Dahme	V150-4.2MW
BB	4200	13.3333	51.9068	125	150	2024-12-31	Teltow-Fläming	Dahme	V150-4.2MW
BB	5300	13.9616	53.3381	161	158	2024-12-31	Uckermark	Schenkenberg	GE_5.3/158/5300
BB	5300	13.9687	53.3444	161	158	2024-12-31	Uckermark	Schenkenberg	GE_5.3/158/5300
BB	5300	13.9666	53.3408	161	158	2024-12-31	Uckermark	Schenkenberg	GE_5.3/158/5300
BB	6000	13.9709	53.3474	169	162	2025-01-16	Uckermark	Schenkenberg	V162-6.0_MW
BB	5600	14.7327	51.6501	166	150	2025-01-28	Spree-Neiße	Neiße-Malxetal	Vestas_Typ_V150-5,6_MW
BB	5500	14.3647	52.5062	161	158	2025-02-04	Märkisch-Oderland	Vierlinden	GE_5.5
BB	5500	14.3752	52.5086	161	158	2025-02-04	Märkisch-Oderland	Vierlinden	GE_5.5
BB	5600	14.7296	51.6551	166	150	2025-02-04	Spree-Neiße	Neiße-Malxetal	Vestas_Typ_V150-5,6_MW
BB	5600	14.7285	51.6466	166	150	2025-02-04	Spree-Neiße	Neiße-Malxetal	Vestas_Typ_V150-5,6_MW
BB	5500	14.3703	52.5107	161	158	2025-02-05	Märkisch-Oderland	Vierlinden	GE_5.5
BB	6000	13.9721	53.3422	169	162	2025-02-05	Uckermark	Schenkenberg	V_162_6.0
BB	5600	14.7337	51.6337	166	150	2025-02-10	Spree-Neiße	Neiße-Malxetal	Vestas_Typ_V150-5,6_MW
BB	6800	12.4823	52.8403	165	163	2025-02-13	Ostprignitz-Ruppin	Neustadt	N163-6.8_MW
BB	6800	12.4868	52.8341	165	163	2025-02-13	Ostprignitz-Ruppin	Neustadt	N163-6.8_MW
BB	5600	14.7274	51.6352	166	150	2025-02-20	Spree-Neiße	Neiße-Malxetal	Vestas_Typ_V150-5,6_MW
BB	5700	14.0939	53.0983	164	149	2025-02-20	Uckermark	Schwedt	N-149-5.7
BB	5500	14.3848	52.497	161	158	2025-02-21	Märkisch-Oderland	Lindendorf	GE_5.5
BB	5600	14.7283	51.6302	166	150	2025-02-24	Spree-Neiße	Neiße-Malxetal	Vestas_Typ_V150-5,6_MW
BB	4800	14.031	52.6397	164	133	2025-02-25	Märkisch-Oderland	Prötzel	Nordex_N133/4.8
BB	5600	14.728	51.6407	166	150	2025-02-26	Spree-Neiße	Neiße-Malxetal	Vestas_Typ_V150-5,6_MW
BB	5600	14.7329	51.6388	166	150	2025-02-27	Spree-Neiße	Neiße-Malxetal	Vestas_Typ_V150-5,6_MW
BB	5600	14.733	51.6442	166	150	2025-02-28	Spree-Neiße	Neiße-Malxetal	Vestas_Typ_V150-5,6_MW
BB	5560	14.2511	52.2074	167	160	2025-03-06	Oder-Spree	Beeskow	Enercon_E-160_EP_5_E3
BB	4200	12.1167	53.252	149	115	2025-03-06	Prignitz	Triglitz	E-115_EP3_E3
BB	4260	13.9843	53.2741	160	138	2025-03-06	Uckermark	Uckerfelde	E138_EP3_E3/138,25/4260
BB	4260	13.9737	53.2718	160	138	2025-03-06	Uckermark	Uckerfelde	E138_EP3_E3/138,25/4260
BB	5560	14.2434	52.2072	167	160	2025-03-13	Oder-Spree	Beeskow	E-160_EP_5_E3
BB	4200	12.1196	53.2494	149	115	2025-03-14	Prignitz	Triglitz	E-115_EP3_E3
BB	5560	14.2465	52.2139	167	160	2025-03-18	Oder-Spree	Beeskow	E-160_EP_5_E3
BB	4260	13.9874	53.2706	160	138	2025-03-20	Uckermark	Uckerfelde	E138_EP3_E3/138,25/4260
BB	4260	13.9738	53.275	160	138	2025-03-27	Uckermark	Uckerfelde	E138_EP3_E3/138,25/4260
BB	4260	13.994	53.2755	160	138	2025-03-27	Uckermark	Uckerfelde	E138_EP3_E3/138,25/4260
BB	4260	13.9834	53.2788	160	138	2025-03-27	Uckermark	Uckerfelde	E138_EP3_E3/138,25/4260
BB	5600	13.7334	51.982	169	162	2025-03-30	Dahme-Spreewald	Schönwald	V162_-_5,6_MW_mit_169_m
BB	5600	13.7293	51.9844	169	162	2025-03-30	Dahme-Spreewald	Schönwald	V162_-_5,6_MW_mit_169_m
BB	5600	13.7259	51.9871	169	162	2025-03-30	Dahme-Spreewald	Schönwald	V162_-_5,6_MW_mit_169_m
BB	5600	13.7189	51.9892	169	150	2025-03-30	Dahme-Spreewald	Schönwald	V150_-_5,6_MW_mit_169_m
BB	6000	14.3361	52.0635	165	160	2025-03-31	Dahme-Spreewald	Lieberose	eno_160_-_6,0_MW
BB	6000	14.3271	52.0649	165	160	2025-03-31	Dahme-Spreewald	Lieberose	eno_160_-_6,0_MW
BB	6000	14.3325	52.0671	165	160	2025-03-31	Dahme-Spreewald	Lieberose	eno_160_-_6,0_MW
BB	6000	14.3407	52.0521	165	160	2025-04-01	Dahme-Spreewald	Lieberose	eno_160,_6,0_MW
BB	5700	13.7125	53.3185	125	149	2025-04-01	Uckermark	Nordwestuckermark	N149/5.X
BB	6800	13.717	53.3234	118	163	2025-04-01	Uckermark	Nordwestuckermark	N163/6.X
BB	5560	14.2499	52.2017	167	160	2025-04-03	Oder-Spree	Beeskow	E-160_EP_5_E3
BB	4200	13.9797	51.9653	169	136	2025-04-11	Dahme-Spreewald	Neu_Zauche	V136-4,2
BB	4200	13.9789	51.9603	169	136	2025-04-11	Dahme-Spreewald	Neu_Zauche	V136-4,2
BB	5700	13.7175	53.3176	125	149	2025-04-14	Uckermark	Nordwestuckermark	N149/5.7
BB	5600	13.7243	51.9904	169	150	2025-04-16	Dahme-Spreewald	Schönwald	V150
BB	5600	13.7162	51.9921	169	162	2025-04-16	Dahme-Spreewald	Schönwald	V162
BB	6000	13.7221	51.9935	169	150	2025-04-16	Dahme-Spreewald	Schönwald	V150
BB	4200	13.6967	52.6094	160	138	2025-04-17	Barnim	Werneuchen	E-138_EP3_E2
BB	5700	13.711	53.3215	125	149	2025-04-22	Uckermark	Nordwestuckermark	N149/5.X
BB	5560	14.2405	52.2118	167	160	2025-04-24	Oder-Spree	Beeskow	E-160_EP_5_E3
BB	4800	12.0956	52.9893	82	133	2025-04-30	Prignitz	Gumtow	N133/4.8
BB	6000	13.9461	52.4865	169	162	2025-05-08	Märkisch-Oderland	Rehfelde	V162-6.0MW
BB	5700	13.3718	51.967	125	149	2025-05-15	Teltow-Fläming	Baruth	N149/5.X
BB	5700	13.3691	51.9621	125	149	2025-05-15	Teltow-Fläming	Baruth	N149/5.X
BB	5700	13.3742	51.9603	125	149	2025-05-15	Teltow-Fläming	Baruth	N149/5.X
BB	5700	13.3763	51.9754	125	149	2025-05-15	Teltow-Fläming	Baruth	N149/5.X
BB	5700	13.3658	51.9663	125	149	2025-05-15	Teltow-Fläming	Baruth	N149/5.X
BB	5700	13.3719	51.9709	125	149	2025-05-15	Teltow-Fläming	Baruth	N149/5.X
BB	5700	13.3666	51.9713	125	149	2025-05-15	Teltow-Fläming	Baruth	N149/5.X
BB	4260	13.961	53.273	160	138	2025-05-15	Uckermark	Uckerfelde	E138_EP3_E3/138,25/4260
BB	5560	12.3064	53.2825	167	160	2025-05-22	Prignitz	Meyenburg	E-160_EP5_E3
BB	5560	14.2467	52.2172	167	160	2025-05-31	Oder-Spree	Beeskow	E-160_EP_5_E3
BB	6800	14.073	53.0302	179	175	2025-05-31	Uckermark	Angermünde	N175/6.X_Delta4000
BB	6800	14.3183	52.548	165	163	2025-06-01	Märkisch-Oderland	Vierlinden	N163-6.8_MW
BB	6800	14.3209	52.5532	165	163	2025-06-01	Märkisch-Oderland	Vierlinden	N163-6.8_MW
BB	6800	14.322	52.5455	165	163	2025-06-01	Märkisch-Oderland	Vierlinden	N163-6.8_MW
BB	6800	14.3279	52.5536	165	163	2025-06-01	Märkisch-Oderland	Vierlinden	N163-6.8_MW
BB	6800	14.3288	52.541	165	163	2025-06-01	Märkisch-Oderland	Vierlinden	N163-6.8_MW
BB	6800	13.4546	51.9627	179	175	2025-06-30	Dahme-Spreewald	Steinreich	N175-6.8_MW
BB	6800	13.4628	51.9628	179	175	2025-06-30	Dahme-Spreewald	Steinreich	N175-6.8_MW
BB	6800	13.4656	51.9693	179	175	2025-06-30	Dahme-Spreewald	Steinreich	N175-6.8_MW
BB	6800	13.472	51.9661	179	175	2025-06-30	Dahme-Spreewald	Steinreich	N175-6.8_MW
BB	6800	13.4829	51.9632	179	175	2025-06-30	Dahme-Spreewald	Steinreich	N175-6.8_MW
BB	6800	13.4587	51.9668	179	175	2025-06-30	Dahme-Spreewald	Steinreich	N175-6.8_MW
BB	6800	13.4528	51.9698	179	175	2025-06-30	Dahme-Spreewald	Steinreich	N175-6.8_MW
BB	6800	12.1926	53.3085	165	163	2025-06-30	Prignitz	Marienfließ	N163-6.8_MW
BB	6800	12.2245	53.3007	165	163	2025-06-30	Prignitz	Meyenburg	N163-6.8_MW
BB	6800	12.2068	53.3034	165	163	2025-06-30	Prignitz	Meyenburg	N163-6.8_MW
BB	6800	12.2099	53.3081	165	163	2025-06-30	Prignitz	Meyenburg	N163-6.8_MW
BB	6800	12.1958	53.3002	165	163	2025-06-30	Prignitz	Marienfließ	N163-6.8_MW
BB	6800	12.197	53.3121	165	163	2025-06-30	Prignitz	Marienfließ	N163-6.8_MW
BB	5700	14.0617	53.0056	165	149	2025-06-30	Uckermark	Angermünde	N149-5.X_MW
BB	5600	13.8512	53.4646	149	162	2025-06-30	Uckermark	Uckerland	V162-5.6_MW
BB	5600	13.8663	53.4699	149	162	2025-06-30	Uckermark	Uckerland	V162-5.6_MW
BB	5500	14.6547	52.0064	161	158	2025-07-01	Spree-Neiße	Schenkendöbern	GE5.5-158
BB	6200	13.9422	52.4825	165	170	2025-07-31	Märkisch-Oderland	Rehfelde	Siemens_Gamesa_SG_6.0-170-6.200
BB	6000	12.8665	52.3181	169	150	2025-08-21	Potsdam-Mittelmark	Schwielowsee	V150
BB	4200	14.3557	52.5097	160	138	2025-09-01	Märkisch-Oderland	Vierlinden	E-138
BB	4200	14.3536	52.5125	160	138	2025-09-01	Märkisch-Oderland	Vierlinden	E-138
BB	5500	14.4369	52.4623	167	160	2025-09-01	Märkisch-Oderland	Fichtenhöhe	E160_EP5_E2
BB	5600	13.8594	52.7095	166	150	2025-09-01	Märkisch-Oderland	Beiersdorf-Freudenberg	V150_5,6_MW
BB	6200	12.2982	53.2754	169	162	2025-09-01	Prignitz	Meyenburg	V162_-_6,2_MW_mit_169_m
BB	6200	12.3003	53.2813	169	162	2025-09-01	Prignitz	Meyenburg	V162_-_6,2_MW_mit_169_m
BB	6200	12.305	53.278	169	162	2025-09-01	Prignitz	Meyenburg	V162_-_6,2_MW_mit_169_m
BB	6200	12.3059	53.2736	169	162	2025-09-01	Prignitz	Meyenburg	V162_-_6,2_MW_mit_169_m
BB	6800	13.4793	51.96	179	175	2025-09-30	Dahme-Spreewald	Steinreich	N175-6.8_MW
BB	4200	14.3595	52.5076	160	138	2025-09-30	Märkisch-Oderland	Vierlinden	E-138
BB	5600	13.8438	52.7132	166	150	2025-09-30	Märkisch-Oderland	Beiersdorf-Freudenberg	V150_5,6_MW
BB	3800	13.8623	51.5083	300	126	2025-09-30	Oberspreewald-Lausitz	Klettwitz	VENSYS_V-126-3.8
BB	6800	14.2452	52.2374	165	163	2025-09-30	Oder-Spree	Rietz-Neuendorf	N163-6.8_MW
BB	6800	14.2486	52.2346	165	163	2025-09-30	Oder-Spree	Rietz-Neuendorf	N163-6.8_MW
BB	6800	14.2451	52.23	165	163	2025-09-30	Oder-Spree	Rietz-Neuendorf	N163-6.8_MW
BB	7200	13.9472	53.2594	169	162	2025-09-30	Uckermark	Uckerfelde	V162/162/7200
BB	6800	13.5413	52.6117	164	163	2025-10-01	Barnim	Ahrensfelde	N163_5.X_Delta4000
BB	6800	13.5368	52.6097	164	163	2025-10-01	Barnim	Ahrensfelde	Nordex_N163/6.X_Delta4000
BB	6000	13.7763	51.9633	169	150	2025-10-31	Dahme-Spreewald	Schönwald	V150_-_6,0_MW
BB	6000	14.5763	52.1485	169	150	2025-10-31	Oder-Spree	Schlaubetal	V150-6.0
BB	6000	14.5745	52.1437	169	150	2025-10-31	Oder-Spree	Schlaubetal	V150-6.0
BB	6000	14.5674	52.1465	169	150	2025-10-31	Oder-Spree	Schlaubetal	V150-6.0
BB	6000	14.5653	52.1422	169	150	2025-10-31	Oder-Spree	Schlaubetal	V150-6.0
BB	6000	14.5654	52.1375	169	150	2025-10-31	Oder-Spree	Schlaubetal	V150-6.0
BB	6000	14.5645	52.1325	169	150	2025-10-31	Oder-Spree	Schlaubetal	V150-6.0
BB	6000	14.5643	52.1286	169	150	2025-10-31	Oder-Spree	Schlaubetal	V150-6.0
BB	6000	14.5576	52.1301	169	150	2025-10-31	Oder-Spree	Schlaubetal	V150-6.0
BB	4200	12.8179	51.9937	130	138	2025-12-01	Potsdam-Mittelmark	Treuenbrietzen	E-138_EP3_E2
BB	4200	12.8186	51.9969	130	138	2025-12-01	Potsdam-Mittelmark	Treuenbrietzen	E-138_EP3_E2
BB	4200	13.4647	53.1945	149	115	2025-12-01	Uckermark	Prenzlau	E-115_EP3_E3
BB	6600	13.4738	51.9616	165	170	2025-12-31	Dahme-Spreewald	Steinreich	SG170-6.6_MW
BB	6600	13.4686	51.9621	165	170	2025-12-31	Dahme-Spreewald	Steinreich	SG170-6.6_MW
BB	5560	14.5015	52.4409	167	160	2025-12-31	Märkisch-Oderland	Mallnow	E-160_EP5_E3
BB	5600	13.8594	52.7095	166	150	2025-12-31	Märkisch-Oderland	Beiersdorf-Freudenberg	V150_5,6_MW
BB	5560	14.5165	52.4448	167	160	2025-12-31	Märkisch-Oderland	Lebus	E-160_EP5_E3
BB	5560	14.5028	52.4444	167	160	2025-12-31	Märkisch-Oderland	Mallnow	E-160_EP5_E3
BB	5560	14.52	52.4634	167	160	2025-12-31	Märkisch-Oderland	Podelzig	E-160_EP5_E3
BB	5560	14.5102	52.4536	167	160	2025-12-31	Märkisch-Oderland	Mallnow	E-160_EP5_E3
BB	6800	12.4764	52.8404	165	163	2025-12-31	Ostprignitz-Ruppin	Neustadt	N163-6.8_MW
BB	6800	12.4796	52.8369	165	163	2025-12-31	Ostprignitz-Ruppin	Neustadt	N163-6.8_MW
BB	6200	14.5603	51.8134	169	162	2025-12-31	Spree-Neiße	Heinersbrück	V162-6.2
BB	6200	14.5712	51.8149	169	162	2025-12-31	Spree-Neiße	Grießen	V162-6.2
BB	6200	14.5677	51.8003	169	162	2025-12-31	Spree-Neiße	Forst	V162-6.2
BB	6200	14.5734	51.803	169	162	2025-12-31	Spree-Neiße	Forst	V162-6.2
BB	6200	14.5581	51.7993	169	162	2025-12-31	Spree-Neiße	Forst	V162-6.2
BB	6200	14.566	51.8037	169	162	2025-12-31	Spree-Neiße	Forst	V162-6.2
BB	6200	14.5567	51.8034	169	162	2025-12-31	Spree-Neiße	Heinersbrück	V162-6.2
BB	6200	14.5647	51.8105	169	162	2025-12-31	Spree-Neiße	Forst	V162-6.2
BB	6200	14.5737	51.8084	169	162	2025-12-31	Spree-Neiße	Forst	V162-6.2
BB	6200	14.5554	51.8077	169	162	2025-12-31	Spree-Neiße	Heinersbrück	V162-6.2
BB	6200	14.5597	51.7952	169	162	2025-12-31	Spree-Neiße	Forst	V162-6.2
BB	6200	14.5653	51.7937	169	162	2025-12-31	Spree-Neiße	Forst	V162-6.2
BB	6200	14.5747	51.8122	169	162	2025-12-31	Spree-Neiße	Forst	V162-6.2
BB	6200	14.5699	51.7969	169	162	2025-12-31	Spree-Neiße	Forst	V162-6.2
BB	6200	14.5653	51.8171	169	162	2025-12-31	Spree-Neiße	Grießen	V162-6.2
BB	6200	14.5721	51.7938	169	162	2025-12-31	Spree-Neiße	Forst	V162-6.2
BB	6200	14.5651	51.807	169	162	2025-12-31	Spree-Neiße	Forst	V162-6.2
BB	4260	12.8551	52.0082	160	138	2025-12-31	Teltow-Fläming	Niedergörsdorf	E138_EP3_E3_TES
BB	3300	13.4742	51.9737	140	112	2025-12-31	Teltow-Fläming	Baruth	V112
BB	3300	13.4923	51.9745	140	112	2025-12-31	Teltow-Fläming	Baruth	V112
BB	3300	13.4877	51.9667	140	112	2025-12-31	Teltow-Fläming	Baruth	V112
BB	6800	13.293	51.9205	118	163	2025-12-31	Teltow-Fläming	Waltersdorf	N163-6.8_MW
BB	6800	13.2873	51.9213	118	163	2025-12-31	Teltow-Fläming	Waltersdorf	N163-6.8_MW
BB	5600	13.7648	53.3422	166	150	2025-12-31	Uckermark	Prenzlau	V150
BB	4800	14.043	53.0382	164	133	2025-12-31	Uckermark	Angermünde	N133_/_4.8_MW
BB	5700	13.8033	53.509	164	149	2026-01-01	Uckermark	Uckerland	Nordex_N_149-5.7
BB	5700	13.8022	53.5136	164	149	2026-01-01	Uckermark	Uckerland	Nordex_N_149-5,7
BB	6000	13.8295	53.4051	148	150	2026-01-12	Uckermark	Uckerland	V150/150/6000
BB	6000	13.8345	53.4041	148	150	2026-01-12	Uckermark	Uckerland	V150/150/6000
BB	6000	13.8403	53.4026	148	150	2026-01-12	Uckermark	Uckerland	V150/150/6000
BB	6000	13.8166	53.4161	148	150	2026-01-12	Uckermark	Uckerland	V150/150/6000
BB	6000	13.8217	53.4141	148	150	2026-01-12	Uckermark	Uckerland	V150/150/6000
BB	6000	13.8268	53.4161	148	150	2026-01-12	Uckermark	Uckerland	V150/150/6000
BB	6800	13.5139	51.9308	179	175	2026-01-31	Dahme-Spreewald	Steinreich	N175-6.8_MW
BB	6800	13.5206	51.9308	179	175	2026-01-31	Dahme-Spreewald	Drahnsdorf	N175-6.8_MW
BB	6800	13.5171	51.9335	179	175	2026-01-31	Dahme-Spreewald	Steinreich	N175-6.8_MW
BB	6600	13.5226	51.9367	165	170	2026-01-31	Dahme-Spreewald	Drahnsdorf	SG_170-6.6_MW
BB	6800	13.5331	51.9378	179	175	2026-01-31	Dahme-Spreewald	Drahnsdorf	N175-6.8_MW
BB	6800	13.531	51.9347	179	175	2026-01-31	Dahme-Spreewald	Drahnsdorf	N175-6.8_MW
BB	6800	13.5376	51.9331	179	175	2026-01-31	Dahme-Spreewald	Drahnsdorf	N175-6.8_MW
BB	6800	13.5388	51.9365	179	175	2026-01-31	Dahme-Spreewald	Drahnsdorf	N175-6.8_MW
BB	6800	13.542	51.9395	179	175	2026-01-31	Dahme-Spreewald	Drahnsdorf	N175-6.8_MW
BB	6800	13.5353	51.941	179	175	2026-01-31	Dahme-Spreewald	Steinreich	N175-6.8_MW
BB	5700	13.8486	52.7024	164	149	2026-02-20	Märkisch-Oderland	Beiersdorf-Freudenberg	N149_5.X_5.700_kW
BB	4200	14.3758	52.509	160	138	2026-03-01	Märkisch-Oderland	Vierlinden	E-138_EP3_E2_TES
BB	4200	14.3681	52.5001	160	138	2026-03-01	Märkisch-Oderland	Vierlinden	E-138_EP3_E2_TES
BB	4200	14.3717	52.5035	160	138	2026-03-01	Märkisch-Oderland	Vierlinden	E-138_EP3_E2_TES
BB	4200	14.3667	52.5031	160	138	2026-03-01	Märkisch-Oderland	Vierlinden	E-138_EP3_E2_TES
BB	4200	14.3702	52.5064	160	138	2026-03-01	Märkisch-Oderland	Vierlinden	E-138_EP3_E2_TES
